#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
10,Wed Apr 27 21:03:21 EDT 2022,89,54,PrologStyleChecksTestSuite,APrologProgramGenerator DerivedSafe_OffTableFalseTest+ DerivedSafe_OffTableTrueTest+ DerivedSafe_OutputGeneration+ DerivedSafe_TableTest+ GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration+ GivenSafe_TableTest+ GivenSizes_OutputGeneration+ GivenSizes_TableTest+ InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest+ InterpolatedSafe_OneParamTrueValueTest+ InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam+ InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest+ InterpolatedSafe_TwoParamTrueValueTest+ ListGenerateSafeDistancesAndDurations_FalseValueTest+ ListGenerateSafeDistancesAndDurations_OutputGeneration+ ListGenerateSafeDistancesAndDurations_TrueValueTest+ ListGivenSafe_OutputGeneration+ ListGivenSafe_SafeTupleTest+ ListGivenSafe_ValuesTest+ PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest+ SocialDistancePlProvided SocialDistanceRecursiveTest+ SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe+ ExpectedDocsListGivenSafe+ ExpectedDocsPrintGivenCombinations+ SocialDistanceMagicNumbersTest+ , ,1,8,true,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest ,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,APrologProgramGenerator-(0.0/0.0) ExpectedDocsDerivedSafe-(0.0/5.0) ExpectedDocsListGivenSafe-(0.0/5.0) ExpectedDocsPrintGivenCombinations-(0.0/5.0) PrologMnemonicNamesTest-(15.0/15.0) SocialDistanceMagicNumbersTest-(0.0/20.0) SocialDistanceRecursiveTest-(10.0/10.0) , ,
11,Wed Apr 27 21:03:26 EDT 2022,89,0,PrologStyleChecksTestSuite,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,9,true,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest , ,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,APrologProgramGenerator-(0.0/0.0) ExpectedDocsDerivedSafe-(0.0/5.0) ExpectedDocsListGivenSafe-(0.0/5.0) ExpectedDocsPrintGivenCombinations-(0.0/5.0) PrologMnemonicNamesTest-(15.0/15.0) SocialDistanceMagicNumbersTest-(0.0/20.0) SocialDistanceRecursiveTest-(10.0/10.0) , ,
12,Wed Apr 27 21:03:27 EDT 2022,89,0,PrologStyleChecksTestSuite,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,10,true,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest , ,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,APrologProgramGenerator-(0.0/0.0) ExpectedDocsDerivedSafe-(0.0/5.0) ExpectedDocsListGivenSafe-(0.0/5.0) ExpectedDocsPrintGivenCombinations-(0.0/5.0) PrologMnemonicNamesTest-(15.0/15.0) SocialDistanceMagicNumbersTest-(0.0/20.0) SocialDistanceRecursiveTest-(10.0/10.0) , ,
13,Wed Apr 27 21:03:31 EDT 2022,89,0,ExpectedDocsDerivedSafe,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,11,false, , ,ExpectedDocsDerivedSafe ,ExpectedDocsDerivedSafe-(0.0/5.0) , ,
14,Wed Apr 27 21:12:20 EDT 2022,89,0,PrologStyleChecksTestSuite,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,12,true,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest , ,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,APrologProgramGenerator-(0.0/0.0) ExpectedDocsDerivedSafe-(0.0/5.0) ExpectedDocsListGivenSafe-(0.0/5.0) ExpectedDocsPrintGivenCombinations-(0.0/5.0) PrologMnemonicNamesTest-(15.0/15.0) SocialDistanceMagicNumbersTest-(0.0/20.0) SocialDistanceRecursiveTest-(10.0/10.0) , ,
15,Wed Apr 27 21:12:22 EDT 2022,89,0,PrologStyleChecksTestSuite,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,13,true,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest , ,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,APrologProgramGenerator-(0.0/0.0) ExpectedDocsDerivedSafe-(0.0/5.0) ExpectedDocsListGivenSafe-(0.0/5.0) ExpectedDocsPrintGivenCombinations-(0.0/5.0) PrologMnemonicNamesTest-(15.0/15.0) SocialDistanceMagicNumbersTest-(0.0/20.0) SocialDistanceRecursiveTest-(10.0/10.0) , ,
16,Wed Apr 27 21:12:30 EDT 2022,89,0,ExpectedDocsPrintGivenCombinations,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,14,false, , ,ExpectedDocsPrintGivenCombinations ,ExpectedDocsPrintGivenCombinations-(0.0/5.0) , ,
17,Wed Apr 27 21:18:25 EDT 2022,89,0,SocialDistanceMagicNumbersTest,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,1,15,false, , ,SocialDistanceMagicNumbersTest ,SocialDistanceMagicNumbersTest-(0.0/20.0) , ,
18,Wed Apr 27 21:19:34 EDT 2022,89,0,PrologStyleChecksTestSuite,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,2,0,true,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs SocialDistancePlProvided SocialDiststancePlNoExternalFunctionsTest ,APrologProgramGenerator ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations PrologMnemonicNamesTest SocialDistanceMagicNumbersTest SocialDistanceRecursiveTest ,APrologProgramGenerator-(0.0/0.0) ExpectedDocsDerivedSafe-(0.0/5.0) ExpectedDocsListGivenSafe-(0.0/5.0) ExpectedDocsPrintGivenCombinations-(0.0/5.0) PrologMnemonicNamesTest-(15.0/15.0) SocialDistanceMagicNumbersTest-(0.0/20.0) SocialDistanceRecursiveTest-(10.0/10.0) , ,
19,Wed Apr 27 21:20:25 EDT 2022,89,0,SocialDistanceMagicNumbersTest,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,2,1,false, , ,SocialDistanceMagicNumbersTest ,SocialDistanceMagicNumbersTest-(0.0/20.0) , ,
20,Wed Apr 27 21:21:24 EDT 2022,89,0,SocialDistanceMagicNumbersTest,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,2,2,false, , ,SocialDistanceMagicNumbersTest ,SocialDistanceMagicNumbersTest-(0.0/20.0) , ,
21,Wed Apr 27 21:21:25 EDT 2022,89,0,ExpectedDocsListGivenSafe,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,2,3,false, , ,ExpectedDocsListGivenSafe ,ExpectedDocsListGivenSafe-(0.0/5.0) , ,
22,Wed Apr 27 21:22:04 EDT 2022,89,0,ExpectedDocsDerivedSafe,APrologProgramGenerator DerivedSafe_OffTableFalseTest DerivedSafe_OffTableTrueTest DerivedSafe_OutputGeneration DerivedSafe_TableTest GenerateSafeDistancesAndDurations_FalseValueTest GenerateSafeDistancesAndDurations_OutputGeneration GenerateSafeDistancesAndDurations_TrueValueTest GivenSafe_OutputGeneration GivenSafe_TableTest GivenSizes_OutputGeneration GivenSizes_TableTest InterpolatedSafe_OffTableFalseTest InterpolatedSafe_OffTableTrueTest InterpolatedSafe_OneParamFalseValueTest InterpolatedSafe_OneParamTrueValueTest InterpolatedSafe_OutputGeneration InterpolatedSafe_OutputGeneration_OneTwoParam InterpolatedSafe_TableTest InterpolatedSafe_TwoParamFalseValueTest InterpolatedSafe_TwoParamTrueValueTest ListGenerateSafeDistancesAndDurations_FalseValueTest ListGenerateSafeDistancesAndDurations_OutputGeneration ListGenerateSafeDistancesAndDurations_TrueValueTest ListGivenSafe_OutputGeneration ListGivenSafe_SafeTupleTest ListGivenSafe_ValuesTest PrintGivenCombinatations_NonTableSizedInputs PrintGivenCombinations_OutputGeneration PrintGivenCombinations_TableSizedInputs PrologGreetingLoadAndRun PrologMnemonicNamesTest SocialDistancePlProvided SocialDistanceRecursiveTest SocialDiststancePlNoExternalFunctionsTest , ,ExpectedDocsDerivedSafe ExpectedDocsListGivenSafe ExpectedDocsPrintGivenCombinations SocialDistanceMagicNumbersTest , ,2,4,false, , ,ExpectedDocsDerivedSafe ,ExpectedDocsDerivedSafe-(0.0/5.0) , ,
